   ,YEAR_MONTH,CUSTOMER_CODE,SUM(A.SALES_QTY_TOT),SUM(SALES_VALUE_TOT)
9506,2022-02,000000009011397,227.92,14467639.4
9507,2022-01,000000009024479,14.5,493725
9508,2022-01,000000009024541,21.74,1207657
9509,2022-01,000000009000714,607.63,35578768
9510,2022-01,000000009004755,451.86,23492744
9511,2022-01,000000009001565,229.63,13341269
9512,2022-01,000000009002716,73.47,4327586.6
9513,2022-02,000000009001303,389.1,23112540
9514,2022-01,000000009002292,41.34,2381134
9515,2022-02,000000009001706,1501.93,90372307.4
9516,2022-02,000000009022734,236.52,14267324
9517,2022-01,000000009015846,81.71,4464189.6
9518,2022-01,000000009019005,83.33,4782996.5
9519,2022-01,000000009018104,370.36,20139802
9520,2022-01,000000009023994,319.34,18193230.2
9521,2022-02,000000009023222,59.36,834008
9522,2022-02,000000009006757,973.28,53773712
9523,2022-01,000000009003624,219.02,12056944.2
9524,2021-12,000000009017212,1342.96,76199550.4
9525,2021-12,000000009001588,88.66,5298011.8
9526,2021-12,000000009024416,97.05,5418783
9527,2022-02,000000009023230,83.32,5386794
9528,2022-02,000000009004946,59.65,3677211.5
9529,2021-12,000000009021936,36.92,2177281
9530,2022-01,000000009000528,39.89,2385422
9531,2022-01,000000009024230,119,7525892.5
9532,2022-02,000000009013325,171.67,9773742.3
9533,2022-02,000000009023445,89.19,4967685.9
9534,2021-12,000000009013259,240.28,13163306
9535,2022-01,000000009002819,145.78,8375208.5
9536,2022-01,000000009000182,92.18,5285753.8
9537,2021-12,000000009020583,28.9,1654620.6
9538,2022-01,000000009024537,87,7578570
9539,2022-01,000000009006563,99.47,5426585.8
9540,2022-02,000000009023434,167.72,9434592.4
9541,2022-01,000000009024514,25.23,1378933.2
9542,2022-01,000000009001523,29.06,1608525
9543,2022-02,000000009001718,18,1109556
9544,2022-02,000000009005614,321.8,19451214
9545,2022-02,000000009011694,225.18,14189993
9546,2021-12,000000009005112,101.45,5501655
9547,2021-12,000000009023445,34.27,1928381.5
9548,2022-02,000000009002035,2782.43,149961346
9549,2022-02,000000009000411,57.48,3430958
9550,2021-12,000000009005552,84.66,4522946
9551,2022-02,000000009004844,132.84,7027236
9552,2022-01,000000009023376,5,296600
9553,2022-02,000000009019700,49.2,137760
9554,2022-02,000000009016008,82.77,4967878.5
9555,2022-02,000000009006598,29.96,1763146
9556,2022-01,000000009024386,62.55,3387930
9557,2021-12,000000009023779,9.11,534303.3
9558,2022-01,000000009023781,0.94,55374
9559,2021-12,000000009015697,41.26,2396329.2
9560,2022-01,000000009000306,29.76,1776747.2
9561,2022-01,000000009020576,98.15,6315952.5
9562,2021-12,000000009023549,20,312000
9563,2022-02,000000009009879,61.84,3945334.4
9564,2021-12,000000009002160,35.56,2105443
9565,2021-12,000000009011298,24.92,2118200
9566,2022-02,000000009017528,13.4,853058
9567,2022-02,000000009002187,21.38,1246454
9568,2021-12,000000009024386,59.63,3283515
9569,2022-01,000000009022981,34.79,1913353.1
9570,2022-01,000000009021420,101.64,5566386
9571,2022-02,000000009001349,246.01,13973338.5
9572,2022-01,000000009001580,3.47,208200
9573,2022-01,000000009022068,2.88,173808
9574,2022-01,000000009005769,61.92,2706828
9575,2022-02,000000009000797,22,1309000
9576,2022-01,000000009016984,239.14,15568014
9577,2022-02,000000009017701,19.96,1245504
9578,2022-01,000000009019379,317.5,17995900
9579,2022-01,000000009010258,247.16,14196882.4
9580,2022-01,000000009001338,257.84,15832164
9581,2022-01,000000009017095,94.87,5170311.2
9582,2022-02,000000009024210,140,2409480
9583,2022-02,000000009011430,54.47,3104323.5
9584,2021-12,000000009024276,9.97,566296
9585,2022-01,000000009010951,124.48,6812790.4
9586,2022-01,000000009020463,175.98,6713637
9587,2022-01,000000009013792,21.95,1248759.45
9588,2021-12,000000009002092,4.15,241737.5
9589,2021-12,000000009023110,10.45,612892.5
9590,2022-01,000000009013503,37.38,2092719.5
9591,2022-01,000000009008816,19.33,1101810
9592,2022-02,000000009013312,58.18,3645999
9593,2022-01,000000009014016,20,331000
9594,2021-12,000000009018893,37.8,2124360
9595,2022-01,000000009005696,263.9,13994530
9596,2021-12,000000009024480,0.7,40742.2
9597,2021-12,000000009004525,86.15,4735970
9598,2022-01,000000009001075,20,332000
9599,2022-01,000000009023924,51.09,3249324
9600,2022-01,000000009021397,25.72,1354957.3
9601,2021-12,000000009007333,138.14,7991557
9602,2021-12,000000009018811,7.96,478236.8
9603,2021-12,000000009004950,3.62,200910
9604,2021-12,000000009000063,9.68,558052
9605,2022-02,000000009024528,16.97,907895
9606,2022-03,000000009021166,128.58,8987671.8
9607,2022-03,000000009000018,10393.82,637258044
9608,2022-03,000000009022062,1433.99,98017165.3
9609,2022-03,000000009001198,1245.97,83710361.5
9610,2022-03,000000009000359,355.26,24282754.2
9611,2022-03,000000009002287,1485.29,101821709.8
9612,2022-03,000000009001332,9246.43,642068638
9613,2022-03,000000009000992,1541.77,98459876.9
9614,2022-03,000000009002289,490,34375330
9615,2022-03,000000009015316,66419.04,21371996
9616,2022-03,000000009000248,120.86,8503709.6
9617,2022-03,000000009001628,3795.37,252812350.5
9618,2022-03,000000009008190,163.3,12223005
9619,2022-03,000000009001534,414.61,27516917.3
9620,2022-03,000000009001136,6586.95,416937894
9621,2022-03,000000009000816,1174.84,76618309.2
9622,2022-03,000000009002779,2561.66,160357893.7
9623,2022-03,000000009005067,681.67,44574298.5
9624,2022-03,000000009024773,148.81,10722523.6
9625,2022-03,000000009020655,935.37,62828415
9626,2022-03,000000009022962,31.15,2145136.5
9627,2022-02,000000009000113,532.09,32805393.5
9628,2022-02,000000009010211,147.66,9199218
9629,2022-03,000000009001364,2163.34,109129169
9630,2022-03,000000009002235,3140.35,209436652.1
9631,2022-03,000000009001547,2502.87,174838688.05
9632,2022-03,000000009024631,2.16,154801.6
9633,2022-03,000000009010606,508.21,35323479.5
9634,2022-03,000000009021304,603.08,40574205
9635,2022-03,000000009011464,817.95,50798829.1
9636,2022-03,000000009019331,587.4,37962361.5
9637,2022-03,000000009001232,510.03,33562974.2
9638,2022-03,000000009002494,126.06,6942000
9639,2022-03,000000009024529,77.62,5736506
9640,2022-03,000000009011394,664.26,47093771
9641,2022-03,000000009011989,111.94,565736
9642,2022-03,000000009024777,66.8,4996028.8
9643,2022-03,000000009009052,902.74,61002332.6
9644,2022-03,000000009016008,165.46,11725343
9645,2022-03,000000009011399,310.4,22190668
9646,2022-03,000000009000033,617.93,40806507.5
9647,2022-03,000000009000376,151,10091216
9648,2022-03,000000009004440,764.94,45962479.94
9649,2022-03,000000009000158,196.58,13554177
9650,2022-03,000000009013021,23.74,1591767
9651,2022-03,000000009018422,149.47,9567619.5
9652,2022-03,000000009020960,619.74,4957920
9653,2022-03,000000009007942,1127.78,75505814
9654,2022-03,000000009002598,686.57,46512953
9655,2022-03,000000009001446,29.13,2026227
9656,2022-03,000000009001713,838.98,58102357
9657,2022-03,000000009006022,51.68,3612652
9658,2022-03,000000009018374,117.46,7391721.4
9659,2022-03,000000009007058,91.92,6138397.6
9660,2022-03,000000009016003,121.74,7868049
9661,2022-03,000000009001349,396.59,24868393.5
9662,2022-03,000000009000534,37.35,2438956.5
9663,2022-03,000000009021816,240.64,14695715.6
9664,2022-03,000000009022818,94.52,6685761.4
9665,2022-03,000000009024780,31.81,2237464
9666,2022-03,000000009015922,370.63,24485088.5
9667,2022-02,000000009013229,12.53,818835.5
9668,2022-03,000000009024547,358.36,25709332
9669,2022-03,000000009011155,204.91,14548995.5
9670,2022-03,000000009022120,114.9,8080579.2
9671,2022-03,000000009022599,5.75,342240
9672,2022-03,000000009022734,95.71,6747555
9673,2022-03,000000009006901,122.67,8260072.5
9674,2022-03,000000009024716,9.66,705785.6
9675,2022-03,000000009024746,1.54,113166.4
9676,2022-03,000000009019650,435.9,27213175
9677,2022-03,000000009000593,163.85,10715713
9678,2022-03,000000009023965,11.7,870886
9679,2022-03,000000009015881,117.38,6602422
9680,2022-03,000000009000612,210.06,13880194.9
9681,2022-03,000000009024722,186.48,10314920
9682,2022-03,000000009007320,427.98,27467890
9683,2022-03,000000009011233,61.75,4063150
9684,2022-03,000000009013792,21.93,1485716.63
9685,2022-03,000000009021541,79.78,5835907
9686,2022-03,000000009015783,940.53,63037875
9687,2022-03,000000009000310,10.38,635775
9688,2022-03,000000009021532,118.66,8469950.8
9689,2022-03,000000009006600,121.52,7703835.2
9690,2022-03,000000009020929,248.62,17188788.2
9691,2022-03,000000009021565,819,55040652.8
9692,2022-03,000000009015990,24.64,1587066
9693,2022-02,000000009012335,15.6,999300
9694,2022-03,000000009001523,32.66,2176397
9695,2022-03,000000009000047,6.85,451072.5
9696,2022-03,000000009002819,115.06,7257543
9697,2022-03,000000009023482,31.85,2274090
9698,2022-03,000000009010106,44.94,2660448
9699,2022-02,000000009021667,19.97,1196203
9700,2022-03,000000009005685,816.34,58379383
9701,2022-03,000000009021065,247.16,5591995
9702,2022-03,000000009024210,40,674120
9703,2022-03,000000009020463,217.1,9899760
9704,2022-03,000000009014451,93.48,4330180.56
9705,2022-03,000000009020497,178.84,10193880
9706,2022-03,000000009018353,10.46,795011.2
9707,2022-03,000000009013025,4.96,336883.2
9708,2022-03,000000009024739,60,4398000
9709,2022-03,000000009001272,7.51,491529.5
9710,2022-03,000000009010105,220,14454064
9711,2022-03,000000009024736,1.86,136923.6
9712,2022-03,000000009020887,24.44,1518946
9713,2022-02,000000009011989,86.12,241136
9714,2022-03,000000009024221,29.81,2037513.5
9715,2022-02,000000009009378,187.42,11831824.6
9716,2022-03,000000009022544,32,2379400
9717,2022-03,000000009001565,60.81,4220214
9718,2022-03,000000009004844,26.74,1537550
9719,2022-03,000000009001137,22.6,1688138.4
9720,2022-02,000000009000234,5,195500
9721,2022-02,000000009014249,6.53,373145
9722,2022-02,000000009013265,95.04,5395910
9723,2022-03,000000009016134,59.9,3561055
9724,2022-02,000000009011438,105.87,6135166.5
9725,2022-03,000000009016318,416.85,23649675
9726,2022-03,000000009004416,2.09,141179.5
9727,2022-02,000000009018478,23.47,1462181
9728,2022-03,000000009008987,184.71,13320019.8
9729,2022-02,000000009007494,4.16,245648
9730,2022-03,000000009014194,8.03,522351.5
9731,2022-02,000000009024146,36.2,2137610
9732,2022-03,000000009002453,61.72,4178444
9733,2022-03,000000009002430,29.89,1899509.5
9734,2022-03,000000009008709,119.97,8451886.5
9735,2022-02,000000009007342,16.89,1105653.4
9736,2022-03,000000009024704,27.02,1930122.4
9737,2022-02,000000009023640,8.51,508048.1
9738,2022-02,000000009005112,14.53,860176
9739,2022-03,000000009005696,111.22,8152426
9740,2022-03,000000009002092,8.38,587019
9741,2022-03,000000009010798,39,2451458
9742,2022-03,000000009004525,20.93,1483937
9743,2022-03,000000009024544,242.42,13624004
9744,2022-03,000000009024625,2.48,182440.8
9745,2022-03,000000009004659,20.8,1484080
9746,2022-03,000000009001211,30.42,1621386
9747,2022-03,000000009001537,29.94,1884723
9748,2022-03,000000009010963,163.6,11055454
9749,2022-07,000000009012646,228.61,14100273
9750,2022-07,000000009019368,117.08,7632083.6
9751,2022-07,000000009024868,684.83,41335260
9752,2022-07,000000009001706,2341.19,143154631.5
9753,2022-07,000000009001836,40.96,2484344
9754,2022-06,000000009002759,1771.57,115818091.6
9755,2022-06,000000009001706,1815.77,115823295.5
9756,2022-06,000000009001274,51.72,3302003
9757,2022-07,000000009005381,1136.94,69145540.5
9758,2022-07,000000009022631,27.36,1687978
9759,2022-07,000000009011464,1049.34,62142922.5
9760,2022-07,000000009003624,152.5,9529186.5
9761,2022-06,000000009024871,51.52,3266368
9762,2022-06,000000009002462,417.1,26794303
9763,2022-07,000000009002732,135.34,8616083
9764,2022-04,000000009000158,103.02,7446238
9765,2022-04,000000009024694,21.18,1618152
9766,2022-07,000000009000293,4801.42,294706272.35
9767,2022-07,000000009001361,161.77,10036384.2
9768,2022-07,000000009004552,698.2,42001828
9769,2022-07,000000009020519,72.16,194832
9770,2022-07,000000009019050,868.48,51989536
9771,2022-07,000000009001338,44.85,2695485
9772,2022-04,000000009004570,136.16,10426041.4
9773,2022-04,000000009000044,51.76,3572722.15
9774,2022-04,000000009016085,455.48,32626754.5
9775,2022-05,000000009004601,251.01,16896726.4
9776,2022-05,000000009000028,103.34,7312012
9777,2022-05,000000009020929,395.34,28149652
9778,2022-06,000000009021929,631.2,40767350
9779,2022-06,000000009023488,293.28,18816176
9780,2022-06,000000009000359,181.49,11772970
9781,2022-07,000000009002504,560.4,37411700
9782,2022-07,000000009019699,390.9,774711.4
9783,2022-07,000000009020859,280,5049040
9784,2022-07,000000009021175,1920.56,1680490
9785,2022-06,000000009018252,1345.48,58223444
9786,2022-06,000000009005215,3115.04,179418207
9787,2022-06,000000009004400,52665.46,37495255.49
9788,2022-06,000000009024795,1189,19016800
9789,2022-06,000000009014057,149.94,9598707
9790,2022-06,000000009015809,128.04,8511229.8
9791,2022-06,000000009020773,54.03,3576084
9792,2022-07,000000009008488,362.26,22714018
9793,2022-07,000000009001446,39.65,2501076
9794,2022-04,000000009002819,32.75,2220450
9795,2022-07,000000009001073,1949.18,119750125.2
9796,2022-07,000000009019716,251.44,17069709.62
9797,2022-04,000000009001459,63.3,4331351
9798,2022-04,000000009005067,205.8,14473936
9799,2022-04,000000009000813,108.1,7815314
9800,2022-04,000000009000788,86.3,5765742.4
9801,2022-04,000000009000014,941.27,69929769
9802,2022-04,000000009004309,34.94,2534394
9803,2022-04,000000009002042,18.07,1230215
9804,2022-04,000000009004412,82.12,5885310.8
9805,2022-04,000000009008370,10.97,856881.47
9806,2022-05,000000009021181,507.4,37842683.9
9807,2022-07,000000009023385,30.27,1845945.92
9808,2022-06,000000009008986,31.14,2067038
9809,2022-06,000000009018422,344.24,21304187.25
9810,2022-06,000000009000364,594.9,38077982.8
9811,2022-07,000000009024210,100,1808800
9812,2022-07,000000009004438,700.33,43329139.8
9813,2022-06,000000009013456,75.14,4737423.8
9814,2022-06,000000009021833,26.04,1697026.8
9815,2022-06,000000009018548,597.34,35879696
9816,2022-04,000000009023527,81.44,6089300
9817,2022-04,000000009000545,149.93,10628527.7
9818,2022-04,000000009022855,154.43,11747367.4
9819,2022-04,000000009001472,62.34,1433820
9820,2022-04,000000009023222,368.1,6985020
9821,2022-04,000000009023970,358.14,107442
9822,2022-04,000000009021397,25.63,1861440
9823,2022-04,000000009008686,51.96,3924992
9824,2022-04,000000009018252,2555.32,131869407
9825,2022-07,000000009002779,2987.05,177064702.2
9826,2022-07,000000009004309,162.48,10071977.9
9827,2022-04,000000009024822,1.98,149702.8
9828,2022-04,000000009016999,446.96,33505448
9829,2022-04,000000009001143,326.62,22574811.5
9830,2022-04,000000009002421,109.56,7931594
9831,2022-05,000000009020773,150.83,10631334
9832,2022-06,000000009015441,228.62,15305160.8
9833,2022-06,000000009011374,57.71,3902526
9834,2022-03,000000009020917,41.53,3063897
9835,2022-06,000000009000182,156.2,10046633
9836,2022-06,000000009021303,567.79,35067195.55
9837,2022-06,000000009021211,484.32,32013552
9838,2022-06,000000009015590,72.64,4945794.7
9839,2022-06,000000009024928,10.04,667238.4
9840,2022-06,000000009002342,406.32,288561
9841,2022-06,000000009002473,20,320600
9842,2022-04,000000009003624,351.96,24343990.5
9843,2022-04,000000009023758,340.48,20588692
9844,2022-07,000000009023089,815.14,42127787
9845,2022-04,000000009001332,1436.27,106972767
9846,2022-04,000000009023920,479.66,110321.8
9847,2022-04,000000009023443,97.29,6622926
9848,2022-05,000000009024848,124.88,8681280
9849,2022-05,000000009001364,2582.76,107275424
9850,2022-07,000000009020580,279.75,16934422
9851,2022-07,000000009015809,115.84,7516476.2
9852,2022-06,000000009007851,378.44,24929373.5
9853,2022-06,000000009004844,104.7,6307651.5
9854,2022-07,000000009002386,1067.27,63048601.4
9855,2022-06,000000009022587,2060.2,1854180
9856,2022-06,000000009024862,485.56,19470956
9857,2022-06,000000009011010,2257.12,150099856.6
9858,2022-04,000000009017970,136.16,6208896
9859,2022-04,000000009004626,1006.92,51248520
9860,2022-04,000000009018697,406.48,24628129
9861,2022-07,000000009000434,84.92,5147288
9862,2022-07,000000009015697,63.9,3859009
9863,2022-07,000000009001526,1385.64,84699925.3
9864,2022-04,000000009013199,367,16291192
9865,2022-05,000000009004552,455.24,29823004.8
9866,2022-05,000000009023443,341.4,22769681.4
9867,2022-06,000000009012056,39606.1,30495397.01
9868,2022-06,000000009023515,361.66,976482
9869,2022-06,000000009010065,179.33,11275876
9870,2022-06,000000009012597,509.33,30877086
9871,2022-06,000000009022100,58.36,3902814.4
9872,2022-06,000000009000262,418.1,27576446
9873,2022-06,000000009005383,24.79,1636717
9874,2022-07,000000009000816,1130.73,72105044.9
9875,2022-06,000000009015316,32917.84,18140634
9876,2022-06,000000009024301,335.72,2363427
9877,2022-04,000000009019334,40.9,2776205
9878,2022-04,000000009000534,12.32,889504
9879,2022-05,000000009020537,2152.81,159053155
9880,2022-05,000000009000205,45.9,3162014.7
9881,2022-06,000000009022987,294.13,18794539
9882,2022-06,000000009001628,2263.34,145765821.75
9883,2022-04,000000009006570,68.62,4968634
9884,2022-04,000000009017316,87.2,5999850
9885,2022-04,000000009024295,64.94,4593836.75
9886,2022-05,000000009001198,288.81,20102204
9887,2022-05,000000009001449,397.95,26034268.8
9888,2022-07,000000009000262,504.32,31283131
9889,2022-04,000000009022062,340.52,25135394.2
9890,2022-04,000000009005171,244.83,14910147
9891,2022-04,000000009004973,36.52,2591540.8
9892,2022-05,000000009001332,3359.41,247335153
9893,2022-06,000000009023071,60,930300
9894,2022-06,000000009016438,113.18,7597100.78
9895,2022-06,000000009014615,6.8,453190
9896,2022-06,000000009008489,177.39,11737237
9897,2022-06,000000009014846,317.48,21561276.7
9898,2022-06,000000009007320,372.62,22657412.3
9899,2022-06,000000009024630,36.97,2517657
9900,2022-04,000000009020497,74,4218000
9901,2022-04,000000009000714,186.45,13014210
9902,2022-05,000000009004467,49.86,3505656.6
9903,2022-07,000000009007395,17.71,1077972.45
9904,2022-05,000000009019699,342.92,351513
9905,2022-05,000000009020883,291.33,20320784.1
9906,2022-06,000000009002114,283.06,17960065.6
9907,2022-06,000000009004674,409.95,26019449
9908,2022-05,000000009004805,1810.61,125548950.95
9909,2022-06,000000009022062,505.84,31989257
9910,2022-06,000000009000215,61.91,3969614
9911,2022-04,000000009006901,43.17,3033196.8
9912,2022-07,000000009014785,165.68,10171860.1
9913,2022-07,000000009000753,1287.16,76892767.25
9914,2022-05,000000009024853,82.61,5789001
9915,2022-07,000000009024295,184.82,11219099.4
9916,2022-05,000000009000902,698.83,49056036
9917,2022-06,000000009015889,41.76,2599092.4
9918,2022-06,000000009018411,64.19,4441948
9919,2022-04,000000009010194,160,2400000
9920,2022-04,000000009001534,45.51,3272169
9921,2022-05,000000009012290,296.85,20286307
9922,2022-07,000000009015987,681.03,44056604
9923,2022-07,000000009018548,532.96,31220366.5
9924,2022-05,000000009012689,245.19,16980265.5
9925,2022-05,000000009004913,535.19,36442441.8
9926,2022-05,000000009024409,37.51,2828800.8
9927,2022-04,000000009001692,42.91,3008560.9
9928,2022-04,000000009001232,170.26,11934418
9929,2022-05,000000009001752,61.6,4244649
9930,2022-05,000000009024916,1.92,143963.2
9931,2022-07,000000009021861,18.28,1105940
9932,2022-07,000000009010194,200,3620000
9933,2022-06,000000009024359,135.1,8201051.6
9934,2022-06,000000009024877,121.9,7572428
9935,2022-06,000000009016914,149.33,10345034
9936,2022-07,000000009025083,9.97,649150.7
9937,2022-07,000000009010798,254.98,15574238
9938,2022-07,000000009021779,185.36,10943069
9939,2022-07,000000009017149,148.36,1186880
9940,2022-04,000000009018775,351.3,5749038
9941,2022-05,000000009024359,141.26,9383899.2
9942,2022-07,000000009023924,161.52,10445112
9943,2022-06,000000009022786,14.54,924744
9944,2022-06,000000009008675,204.04,14139972
9945,2022-06,000000009009620,192.94,13370742
9946,2022-07,000000009001332,5036.26,312517229
9947,2022-04,000000009024728,67.38,5114142
9948,2022-06,000000009021196,6.62,425666
9949,2022-04,000000009024497,346.98,19458597
9950,2022-04,000000009002064,159.76,10452298
9951,2022-04,000000009016024,52.42,3979957.8
9952,2022-07,000000009018361,298.74,18028959
9953,2022-04,000000009024666,26.28,1852740
9954,2022-06,000000009019670,0.3,20601
9955,2022-06,000000009004412,238.57,15240247.8
9956,2022-07,000000009004791,108.8,10588973
9957,2022-03,000000009023810,24.42,1709400
9958,2022-06,000000009008816,15.54,937062
9959,2022-06,000000009004755,24.88,1560598
9960,2022-06,000000009011430,152.86,9473830.6
9961,2022-07,000000009012474,106.95,6306770
9962,2022-07,000000009025102,57.71,3532806
9963,2022-06,000000009005164,80,1335440
9964,2022-06,000000009020519,26.08,70416
9965,2022-05,000000009001435,558.43,37304366.5
9966,2022-05,000000009001258,68.88,4547457.6
9967,2022-05,000000009018738,117,8271900
9968,2022-05,000000009018429,51.81,3527238
9969,2022-05,000000009002244,10.34,715534
9970,2022-06,000000009020583,34.74,2168467
9971,2022-06,000000009001435,514.1,31342419
9972,2022-06,000000009019697,24.4,97600
9973,2022-06,000000009001269,105.53,6768429
9974,2022-05,000000009022988,11.33,827090
9975,2022-05,000000009002393,10.22,707939.4
9976,2022-05,000000009014057,86.75,5912175
9977,2022-06,000000009012931,22.01,1393726.4
9978,2022-06,000000009024867,89.6,5668808
9979,2022-06,000000009017225,26.87,1695497
9980,2022-06,000000009015935,9.52,595238
9981,2022-05,000000009001527,484.36,33551082
9982,2022-04,000000009009268,38.59,2925122
9983,2022-05,000000009002298,20,304220
9984,2022-05,000000009024875,120,1849800
9985,2022-05,000000009001547,516.24,37685520
9986,2022-05,000000009004400,39980.66,30361074.45
9987,2022-05,000000009012317,100.8,7206763
9988,2022-06,000000009000489,8.29,531389
9989,2022-06,000000009024878,2.62,174975.2
9990,2022-04,000000009024673,53.72,4010405
9991,2022-06,000000009000300,31.49,2031105
9992,2022-06,000000009023316,181.82,2127452
9993,2022-05,000000009024343,19.59,1311419
9994,2022-05,000000009024909,1.3,96822
9995,2022-06,000000009021646,86.54,5418292.74
9996,2022-04,000000009015986,27.88,1932084
9997,2022-05,000000009021185,16.98,1127472
9998,2022-04,000000009021773,53.92,3847192
9999,2022-04,000000009000313,96.98,6640716
10000,2022-06,000000009011693,9.97,668621.77
10001,2022-06,000000009008726,204.17,13381356
10002,2022-06,000000009016001,37.88,2443505.8
10003,2022-06,000000009023758,134.98,6829988
10004,2022-04,000000009023488,50.9,3560990
10005,2022-04,000000009011464,60.78,4150058.4
10006,2022-05,000000009001183,4.14,290214
10007,2022-06,000000009015994,65,4196781
10008,2022-06,000000009002772,97.88,6060501
10009,2022-06,000000009017149,149.78,1198240
10010,2022-07,000000009024833,463.44,20356300
10011,2022-05,000000009006235,190.91,12410238
10012,2022-05,000000009002093,41.21,2856267
10013,2022-04,000000009023316,62.16,876456
10014,2022-05,000000009001529,71.55,4952614
10015,2022-06,000000009020580,172.49,10952641
10016,2022-05,000000009004564,49.03,3249318
10017,2022-05,000000009004971,218.79,15507520
10018,2022-04,000000009007358,9.18,616896
10019,2022-07,000000009000129,43.45,2731219.25
10020,2022-05,000000009001112,38.02,2626640
10021,2022-06,000000009024661,1.12,75139.2
10022,2022-06,000000009018780,130.54,8300195
10023,2022-06,000000009014451,154.72,8705195.4
10024,2022-05,000000009000265,237.66,15680160.6
10025,2022-06,000000009000467,49.3,3211100
10026,2022-05,000000009020583,8.06,542920
10027,2022-05,000000009008726,82.81,5790199
10028,2022-06,000000009001148,108.08,7761864
10029,2022-06,000000009002282,40,622000
10030,2022-04,000000009000224,12.14,947099
10031,2022-05,000000009024870,27.76,1665600
10032,2022-05,000000009023970,97.72,273616
10033,2022-04,000000009010322,31.23,2270421
10034,2022-06,000000009014906,22,1348600
10035,2022-04,000000009022689,20,300000
10036,2022-05,000000009023150,30.08,2048147.2
10037,2022-05,000000009002032,39.38,2719451.8
10038,2022-06,000000009011151,25,1598125
10039,2022-05,000000009001614,19.85,1414660
10040,2022-06,000000009004429,308.18,19493309.54
10041,2022-06,000000009001565,124.58,7634262.4
10042,2022-06,000000009000269,184.8,11612832
10043,2022-07,000000009013328,466.86,30103872
10044,2022-07,000000009023967,82.08,4846277.48
10045,2022-07,000000009005769,60.58,3150160
10046,2022-07,000000009010519,582.69,35708206.8
10047,2022-07,000000009023071,60,1095000
10048,2022-06,000000009024993,4,267770
10049,2022-06,000000009001283,20,320200
10050,2022-07,000000009024166,32.2,1972978.8
10051,2022-05,000000009022019,137.1,7423965
10052,2022-05,000000009001232,77.9,5277464
10053,2022-06,000000009002355,43.8,2765790
10054,2022-07,000000009017701,10.8,725680
10055,2022-07,000000009013644,85,5100312
10056,2022-07,000000009014539,9.28,594879.2
10057,2022-07,000000009001734,113.93,6917512.5
10058,2022-07,000000009003565,18.73,1162527
10059,2022-07,000000009002347,60,1086000
10060,2022-07,000000009004864,57.97,3620704.5
10061,2022-07,000000009008401,349.85,20824822
10062,2022-07,000000009000606,356.68,3023658
10063,2022-06,000000009000355,28.97,1817488.4
10064,2022-07,000000009020352,94.3,813080
10065,2022-06,000000009002187,27.84,1757400
10066,2022-07,000000009015018,5.58,360697.6
10067,2022-07,000000009025082,110.68,6674004
10068,2022-06,000000009017167,38.83,2614936
10069,2022-07,000000009004570,157.21,9628603.5
10070,2022-05,000000009004636,246.16,16023046.72
10071,2022-05,000000009013311,60.84,4091490
10072,2022-05,000000009023924,61.6,4419800
10073,2022-05,000000009021253,61.78,4463605
10074,2022-05,000000009002287,59.06,3940483.2
10075,2022-05,000000009002371,12.5,958137.5
10076,2022-06,000000009024973,4.26,283539.6
10077,2022-07,000000009000452,100,1797180
10078,2022-05,000000009024554,36.1,2451190
10079,2022-07,000000009024409,31.06,2015171.9
10080,2022-07,000000009001536,51.52,3127264
10081,2022-06,000000009023197,24.08,1678858
10082,2022-07,000000009021483,27.3,1721811
10083,2022-05,000000009017217,10.22,737884
10084,2022-07,000000009000912,22,2112000
10085,2022-07,000000009021166,12.98,791158.4
10086,2022-07,000000009001274,50.3,3060694
10087,2022-08,000000009023841,1696.87,103118427.5
10088,2022-07,000000009025136,3.88,247186.2
10089,2022-07,000000009001283,20,362200
10090,2022-07,000000009002322,40,724000
10091,2022-07,000000009000224,222.97,14548714
10092,2022-04,000000009021912,60.56,4784240
10093,2022-04,000000009019710,7.14,561918
10094,2022-07,000000009024598,60.56,3167288
10095,2022-07,000000009024795,380,6859000
10096,2022-04,000000009021185,4.86,344842.2
10097,2022-07,000000009014375,12.92,823722.4
10098,2022-07,000000009019334,39.37,2375802
10099,2022-07,000000009000047,23.28,1411586.4
10100,2022-04,000000009007163,15.35,1192549.6
10101,2022-06,000000009023924,20.51,1398782
10102,2022-06,000000009019643,21.72,1360853.2
10103,2022-07,000000009024832,74.18,4437866
10104,2022-07,000000009009214,8.99,545423.3
10105,2022-04,000000009002805,3.78,257040
10106,2022-05,000000009008290,10.38,726822
10107,2022-06,000000009022832,10.18,635727
10108,2022-04,000000009004574,34.3,2440996
10109,2022-07,000000009001540,37.2,2325000
10110,2022-07,000000009022855,31.68,1856448
10111,2022-04,000000009006600,62.36,4235491.2
10112,2022-04,000000009023445,62.02,4212398.4
10113,2022-04,000000009001366,24.96,1763923.2
10114,2022-04,000000009012918,21.86,2038445
10115,2022-04,000000009000376,20.69,1464852
10116,2022-04,000000009007281,71.77,5016723
10117,2022-08,000000009023139,8605.1,5163060
10118,2022-08,000000009002777,234.04,14480125.45
10119,2022-08,000000009012290,1965.62,120038702.9
10120,2022-08,000000009002294,4993.26,301879055
10121,2022-07,000000009004677,65.82,4080840
10122,2022-07,000000009025194,23.64,1430220
10123,2022-08,000000009023758,1302.68,64790116
